Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Ensembl Canonical
ENSG00000164532,ENSG00000164532.11,ENST00000408931,ENST00000408931.4,1
ENSG00000164532,ENSG00000164532.11,ENST00000492961,ENST00000492961.1,
ENSG00000135111,ENSG00000135111.16,ENST00000349155,ENST00000349155.7,1
ENSG00000135111,ENSG00000135111.16,ENST00000257566,ENST00000257566.7,
ENSG00000135111,ENSG00000135111.16,ENST00000548503,ENST00000548503.1,
ENSG00000135111,ENSG00000135111.16,ENST00000552054,ENST00000552054.1,
ENSG00000089225,ENSG00000089225.20,ENST00000405440,ENST00000405440.7,1
ENSG00000089225,ENSG00000089225.20,ENST00000349716,ENST00000349716.9,
ENSG00000089225,ENSG00000089225.20,ENST00000310346,ENST00000310346.8,
ENSG00000089225,ENSG00000089225.20,ENST00000526441,ENST00000526441.1,
ENSG00000089225,ENSG00000089225.20,ENST00000552726,ENST00000552726.1,
ENSG00000118526,ENSG00000118526.7,ENST00000367882,ENST00000367882.5,1
ENSG00000118526,ENSG00000118526.7,ENST00000237316,ENST00000237316.3,
ENSG00000008196,ENSG00000008196.13,ENST00000344788,ENST00000344788.7,
ENSG00000008196,ENSG00000008196.13,ENST00000393655,ENST00000393655.4,1
ENSG00000008196,ENSG00000008196.13,ENST00000489228,ENST00000489228.1,
ENSG00000008197,ENSG00000008197.5,ENST00000008391,ENST00000008391.4,1
ENSG00000008197,ENSG00000008197.5,ENST00000492804,ENST00000492804.1,
ENSG00000177426,ENSG00000177426.22,ENST00000552383,ENST00000552383.5,
ENSG00000177426,ENSG00000177426.22,ENST00000401449,ENST00000401449.5,
ENSG00000177426,ENSG00000177426.22,ENST00000547233,ENST00000547233.1,
ENSG00000177426,ENSG00000177426.22,ENST00000550958,ENST00000550958.5,
ENSG00000177426,ENSG00000177426.22,ENST00000548489,ENST00000548489.6,
ENSG00000177426,ENSG00000177426.22,ENST00000618001,ENST00000618001.4,
ENSG00000177426,ENSG00000177426.22,ENST00000549780,ENST00000549780.5,
ENSG00000177426,ENSG00000177426.22,ENST00000549253,ENST00000549253.5,
ENSG00000177426,ENSG00000177426.22,ENST00000551557,ENST00000551557.1,
ENSG00000177426,ENSG00000177426.22,ENST00000405385,ENST00000405385.7,
ENSG00000177426,ENSG00000177426.22,ENST00000343820,ENST00000343820.10,1
ENSG00000177426,ENSG00000177426.22,ENST00000407501,ENST00000407501.6,
ENSG00000177426,ENSG00000177426.22,ENST00000546979,ENST00000546979.5,
ENSG00000177426,ENSG00000177426.22,ENST00000551402,ENST00000551402.1,
ENSG00000177426,ENSG00000177426.22,ENST00000577543,ENST00000577543.5,
ENSG00000177426,ENSG00000177426.22,ENST00000551541,ENST00000551541.5,
ENSG00000177426,ENSG00000177426.22,ENST00000345133,ENST00000345133.9,
ENSG00000177426,ENSG00000177426.22,ENST00000330513,ENST00000330513.10,
ENSG00000177426,ENSG00000177426.22,ENST00000549546,ENST00000549546.5,
ENSG00000177426,ENSG00000177426.22,ENST00000549468,ENST00000549468.5,
ENSG00000177426,ENSG00000177426.22,ENST00000400167,ENST00000400167.6,
ENSG00000177426,ENSG00000177426.22,ENST00000551333,ENST00000551333.1,
ENSG00000177426,ENSG00000177426.22,ENST00000472042,ENST00000472042.1,
ENSG00000164438,ENSG00000164438.6,ENST00000296921,ENST00000296921.6,1
ENSG00000125482,ENSG00000125482.13,ENST00000334270,ENST00000334270.3,1
ENSG00000125482,ENSG00000125482.13,ENST00000612514,ENST00000612514.4,
ENSG00000125482,ENSG00000125482.13,ENST00000461970,ENST00000461970.1,
ENSG00000122691,ENSG00000122691.13,ENST00000443687,ENST00000443687.5,
ENSG00000122691,ENSG00000122691.13,ENST00000354571,ENST00000354571.5,
ENSG00000122691,ENSG00000122691.13,ENST00000242261,ENST00000242261.6,1
ENSG00000164853,ENSG00000164853.9,ENST00000316333,ENST00000316333.9,1
ENSG00000148704,ENSG00000148704.13,ENST00000277905,ENST00000277905.6,
ENSG00000148704,ENSG00000148704.13,ENST00000369206,ENST00000369206.6,1
ENSG00000116035,ENSG00000116035.4,ENST00000234392,ENST00000234392.3,1
ENSG00000116035,ENSG00000116035.4,ENST00000432367,ENST00000432367.6,
ENSG00000116035,ENSG00000116035.4,ENST00000646783,ENST00000646783.1,
ENSG00000170162,ENSG00000170162.14,ENST00000352536,ENST00000352536.7,
ENSG00000170162,ENSG00000170162.14,ENST00000326274,ENST00000326274.6,1
ENSG00000184937,ENSG00000184937.17,ENST00000379079,ENST00000379079.8,
ENSG00000184937,ENSG00000184937.17,ENST00000452863,ENST00000452863.10,1
ENSG00000184937,ENSG00000184937.17,ENST00000639563,ENST00000639563.4,
ENSG00000184937,ENSG00000184937.17,ENST00000850608,ENST00000850608.1,
ENSG00000184937,ENSG00000184937.17,ENST00000850609,ENST00000850609.1,
ENSG00000184937,ENSG00000184937.17,ENST00000850610,ENST00000850610.1,
ENSG00000184937,ENSG00000184937.17,ENST00000379077,ENST00000379077.9,
ENSG00000184937,ENSG00000184937.17,ENST00000530998,ENST00000530998.5,
ENSG00000184937,ENSG00000184937.17,ENST00000850606,ENST00000850606.1,
ENSG00000184937,ENSG00000184937.17,ENST00000332351,ENST00000332351.9,
ENSG00000184937,ENSG00000184937.17,ENST00000651819,ENST00000651819.1,
ENSG00000184937,ENSG00000184937.17,ENST00000652724,ENST00000652724.1,
ENSG00000184937,ENSG00000184937.17,ENST00000651533,ENST00000651533.1,
ENSG00000184937,ENSG00000184937.17,ENST00000651668,ENST00000651668.1,
ENSG00000184937,ENSG00000184937.17,ENST00000650861,ENST00000650861.1,
ENSG00000184937,ENSG00000184937.17,ENST00000652579,ENST00000652579.1,
ENSG00000184937,ENSG00000184937.17,ENST00000640146,ENST00000640146.2,
ENSG00000184937,ENSG00000184937.17,ENST00000639907,ENST00000639907.2,
ENSG00000184937,ENSG00000184937.17,ENST00000650745,ENST00000650745.1,
ENSG00000184937,ENSG00000184937.17,ENST00000651794,ENST00000651794.1,
ENSG00000184937,ENSG00000184937.17,ENST00000651459,ENST00000651459.3,
ENSG00000184937,ENSG00000184937.17,ENST00000448076,ENST00000448076.9,
ENSG00000184937,ENSG00000184937.17,ENST00000527882,ENST00000527882.6,
ENSG00000184937,ENSG00000184937.17,ENST00000650986,ENST00000650986.1,
ENSG00000184937,ENSG00000184937.17,ENST00000526685,ENST00000526685.2,
ENSG00000184937,ENSG00000184937.17,ENST00000527775,ENST00000527775.1,
ENSG00000140836,ENSG00000140836.17,ENST00000268489,ENST00000268489.10,1
ENSG00000140836,ENSG00000140836.17,ENST00000397992,ENST00000397992.5,
ENSG00000140836,ENSG00000140836.17,ENST00000641206,ENST00000641206.2,
ENSG00000140836,ENSG00000140836.17,ENST00000563625,ENST00000563625.1,
ENSG00000140836,ENSG00000140836.17,ENST00000558842,ENST00000558842.1,
ENSG00000140836,ENSG00000140836.17,ENST00000641077,ENST00000641077.1,
ENSG00000140836,ENSG00000140836.17,ENST00000358463,ENST00000358463.2,
ENSG00000140836,ENSG00000140836.17,ENST00000642085,ENST00000642085.1,
ENSG00000140836,ENSG00000140836.17,ENST00000641018,ENST00000641018.1,
ENSG00000091656,ENSG00000091656.19,ENST00000517683,ENST00000517683.1,
ENSG00000091656,ENSG00000091656.19,ENST00000651372,ENST00000651372.2,1
ENSG00000091656,ENSG00000091656.19,ENST00000458716,ENST00000458716.2,
ENSG00000091656,ENSG00000091656.19,ENST00000520307,ENST00000520307.5,
ENSG00000091656,ENSG00000091656.19,ENST00000523885,ENST00000523885.2,
ENSG00000091656,ENSG00000091656.19,ENST00000517585,ENST00000517585.1,
ENSG00000091656,ENSG00000091656.19,ENST00000523809,ENST00000523809.1,
ENSG00000091656,ENSG00000091656.19,ENST00000518282,ENST00000518282.5,
ENSG00000091656,ENSG00000091656.19,ENST00000651020,ENST00000651020.1,
ENSG00000091656,ENSG00000091656.19,ENST00000650716,ENST00000650716.1,
ENSG00000091656,ENSG00000091656.19,ENST00000523625,ENST00000523625.5,
ENSG00000091656,ENSG00000091656.19,ENST00000524290,ENST00000524290.1,
ENSG00000091656,ENSG00000091656.19,ENST00000519536,ENST00000519536.1,
ENSG00000091656,ENSG00000091656.19,ENST00000522409,ENST00000522409.1,
ENSG00000152977,ENSG00000152977.10,ENST00000472523,ENST00000472523.1,
ENSG00000152977,ENSG00000152977.10,ENST00000488404,ENST00000488404.5,
ENSG00000152977,ENSG00000152977.10,ENST00000282928,ENST00000282928.5,1
ENSG00000152977,ENSG00000152977.10,ENST00000474034,ENST00000474034.1,
ENSG00000152977,ENSG00000152977.10,ENST00000481840,ENST00000481840.1,
ENSG00000043355,ENSG00000043355.12,ENST00000376335,ENST00000376335.8,1
ENSG00000043355,ENSG00000043355.12,ENST00000490085,ENST00000490085.5,
ENSG00000043355,ENSG00000043355.12,ENST00000468291,ENST00000468291.1,
ENSG00000043355,ENSG00000043355.12,ENST00000477213,ENST00000477213.1,
ENSG00000043355,ENSG00000043355.12,ENST00000481565,ENST00000481565.1,
ENSG00000156925,ENSG00000156925.12,ENST00000287538,ENST00000287538.10,1
ENSG00000156925,ENSG00000156925.12,ENST00000370606,ENST00000370606.3,
ENSG00000156925,ENSG00000156925.12,ENST00000478471,ENST00000478471.1,
ENSG00000174963,ENSG00000174963.18,ENST00000383075,ENST00000383075.8,1
ENSG00000174963,ENSG00000174963.18,ENST00000472749,ENST00000472749.6,
ENSG00000174963,ENSG00000174963.18,ENST00000494569,ENST00000494569.5,
ENSG00000174963,ENSG00000174963.18,ENST00000493664,ENST00000493664.5,
ENSG00000174963,ENSG00000174963.18,ENST00000484399,ENST00000484399.5,
ENSG00000174963,ENSG00000174963.18,ENST00000473123,ENST00000473123.5,
ENSG00000174963,ENSG00000174963.18,ENST00000463850,ENST00000463850.5,
ENSG00000174963,ENSG00000174963.18,ENST00000480015,ENST00000480015.1,
ENSG00000174963,ENSG00000174963.18,ENST00000464502,ENST00000464502.5,
ENSG00000174963,ENSG00000174963.18,ENST00000491672,ENST00000491672.5,
ENSG00000174963,ENSG00000174963.18,ENST00000475502,ENST00000475502.1,
ENSG00000174963,ENSG00000174963.18,ENST00000462748,ENST00000462748.6,
ENSG00000174963,ENSG00000174963.18,ENST00000484586,ENST00000484586.5,
ENSG00000174963,ENSG00000174963.18,ENST00000463250,ENST00000463250.1,
ENSG00000174963,ENSG00000174963.18,ENST00000464144,ENST00000464144.1,
ENSG00000174963,ENSG00000174963.18,ENST00000425731,ENST00000425731.7,
ENSG00000174963,ENSG00000174963.18,ENST00000525172,ENST00000525172.6,
ENSG00000139800,ENSG00000139800.9,ENST00000267294,ENST00000267294.5,1
ENSG00000165655,ENSG00000165655.17,ENST00000372524,ENST00000372524.5,1
ENSG00000228623,ENSG00000228623.9,ENST00000639662,ENST00000639662.2,1
