Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Ensembl Canonical
ENSG00000180318,ENSG00000180318.4,ENST00000316824,ENST00000316824.4,1
ENSG00000052850,ENSG00000052850.8,ENST00000652299,ENST00000652299.1,1
ENSG00000004848,ENSG00000004848.8,ENST00000379044,ENST00000379044.5,1
ENSG00000004848,ENSG00000004848.8,ENST00000636885,ENST00000636885.1,
ENSG00000004848,ENSG00000004848.8,ENST00000637993,ENST00000637993.1,
ENSG00000004848,ENSG00000004848.8,ENST00000636609,ENST00000636609.1,
ENSG00000004848,ENSG00000004848.8,ENST00000637394,ENST00000637394.1,
ENSG00000125492,ENSG00000125492.11,ENST00000263610,ENST00000263610.7,1
ENSG00000143032,ENSG00000143032.8,ENST00000370445,ENST00000370445.5,1
ENSG00000131668,ENSG00000131668.14,ENST00000253968,ENST00000253968.11,1
ENSG00000131668,ENSG00000131668.14,ENST00000401724,ENST00000401724.1,
ENSG00000180828,ENSG00000180828.3,ENST00000321870,ENST00000321870.3,1
ENSG00000188909,ENSG00000188909.5,ENST00000343035,ENST00000343035.3,1
ENSG00000173894,ENSG00000173894.11,ENST00000310942,ENST00000310942.9,1
ENSG00000173894,ENSG00000173894.11,ENST00000571484,ENST00000571484.1,
ENSG00000173894,ENSG00000173894.11,ENST00000269399,ENST00000269399.5,
ENSG00000165556,ENSG00000165556.10,ENST00000381020,ENST00000381020.8,1
ENSG00000165556,ENSG00000165556.10,ENST00000548877,ENST00000548877.1,
ENSG00000109851,ENSG00000109851.7,ENST00000524983,ENST00000524983.3,1
ENSG00000292098,ENSG00000292098.1,ENST00000709710,ENST00000709710.1,
ENSG00000292098,ENSG00000292098.1,ENST00000709711,ENST00000709711.1,
ENSG00000292098,ENSG00000292098.1,ENST00000709712,ENST00000709712.1,1
ENSG00000292098,ENSG00000292098.1,ENST00000709713,ENST00000709713.1,
ENSG00000292098,ENSG00000292098.1,ENST00000709714,ENST00000709714.1,
ENSG00000292098,ENSG00000292098.1,ENST00000709715,ENST00000709715.1,
ENSG00000292098,ENSG00000292098.1,ENST00000709716,ENST00000709716.1,
ENSG00000144355,ENSG00000144355.15,ENST00000361609,ENST00000361609.4,
ENSG00000144355,ENSG00000144355.15,ENST00000469444,ENST00000469444.6,
ENSG00000144355,ENSG00000144355.15,ENST00000361725,ENST00000361725.5,1
ENSG00000144355,ENSG00000144355.15,ENST00000341900,ENST00000341900.6,
ENSG00000144355,ENSG00000144355.15,ENST00000409492,ENST00000409492.1,
ENSG00000144355,ENSG00000144355.15,ENST00000475989,ENST00000475989.2,
ENSG00000144355,ENSG00000144355.15,ENST00000550686,ENST00000550686.1,
ENSG00000115844,ENSG00000115844.11,ENST00000234198,ENST00000234198.9,1
ENSG00000115844,ENSG00000115844.11,ENST00000466293,ENST00000466293.2,
ENSG00000105880,ENSG00000105880.7,ENST00000648378,ENST00000648378.1,1
ENSG00000105880,ENSG00000105880.7,ENST00000493764,ENST00000493764.1,
ENSG00000105880,ENSG00000105880.7,ENST00000486603,ENST00000486603.2,
ENSG00000006377,ENSG00000006377.11,ENST00000518156,ENST00000518156.3,1
ENSG00000006377,ENSG00000006377.11,ENST00000493273,ENST00000493273.2,
ENSG00000006377,ENSG00000006377.11,ENST00000555308,ENST00000555308.1,
ENSG00000197587,ENSG00000197587.12,ENST00000360032,ENST00000360032.4,1
ENSG00000137090,ENSG00000137090.12,ENST00000564322,ENST00000564322.1,
ENSG00000137090,ENSG00000137090.12,ENST00000382276,ENST00000382276.8,1
ENSG00000137090,ENSG00000137090.12,ENST00000569227,ENST00000569227.1,
ENSG00000173253,ENSG00000173253.16,ENST00000635183,ENST00000635183.1,
ENSG00000173253,ENSG00000173253.16,ENST00000382255,ENST00000382255.7,
ENSG00000173253,ENSG00000173253.16,ENST00000412350,ENST00000412350.6,
ENSG00000173253,ENSG00000173253.16,ENST00000358146,ENST00000358146.7,1
ENSG00000173253,ENSG00000173253.16,ENST00000259622,ENST00000259622.10,
ENSG00000173253,ENSG00000173253.16,ENST00000634526,ENST00000634526.1,
ENSG00000173253,ENSG00000173253.16,ENST00000634824,ENST00000634824.1,
ENSG00000173253,ENSG00000173253.16,ENST00000382251,ENST00000382251.7,
ENSG00000173253,ENSG00000173253.16,ENST00000302441,ENST00000302441.7,
ENSG00000064218,ENSG00000064218.5,ENST00000190165,ENST00000190165.3,1
ENSG00000064218,ENSG00000064218.5,ENST00000417254,ENST00000417254.1,
ENSG00000142700,ENSG00000142700.12,ENST00000418121,ENST00000418121.5,
ENSG00000142700,ENSG00000142700.12,ENST00000404795,ENST00000404795.4,1
ENSG00000164330,ENSG00000164330.18,ENST00000519890,ENST00000519890.5,
ENSG00000164330,ENSG00000164330.18,ENST00000519739,ENST00000519739.5,
ENSG00000164330,ENSG00000164330.18,ENST00000518836,ENST00000518836.5,
ENSG00000164330,ENSG00000164330.18,ENST00000313708,ENST00000313708.11,1
ENSG00000164330,ENSG00000164330.18,ENST00000518323,ENST00000518323.1,
ENSG00000164330,ENSG00000164330.18,ENST00000380654,ENST00000380654.8,
ENSG00000164330,ENSG00000164330.18,ENST00000517373,ENST00000517373.1,
ENSG00000164330,ENSG00000164330.18,ENST00000522192,ENST00000522192.5,
ENSG00000164330,ENSG00000164330.18,ENST00000523464,ENST00000523464.1,
ENSG00000164330,ENSG00000164330.18,ENST00000523315,ENST00000523315.1,
ENSG00000221818,ENSG00000221818.9,ENST00000520164,ENST00000520164.6,1
ENSG00000221818,ENSG00000221818.9,ENST00000408929,ENST00000408929.7,
ENSG00000221818,ENSG00000221818.9,ENST00000517825,ENST00000517825.1,
ENSG00000221818,ENSG00000221818.9,ENST00000535548,ENST00000535548.1,
ENSG00000108001,ENSG00000108001.16,ENST00000440978,ENST00000440978.2,1
ENSG00000108001,ENSG00000108001.16,ENST00000368648,ENST00000368648.8,
ENSG00000108001,ENSG00000108001.16,ENST00000675373,ENST00000675373.1,
ENSG00000108001,ENSG00000108001.16,ENST00000355311,ENST00000355311.10,
ENSG00000108001,ENSG00000108001.16,ENST00000682649,ENST00000682649.1,
ENSG00000170370,ENSG00000170370.12,ENST00000553456,ENST00000553456.5,1
ENSG00000170370,ENSG00000170370.12,ENST00000616794,ENST00000616794.1,
ENSG00000170370,ENSG00000170370.12,ENST00000546446,ENST00000546446.2,
ENSG00000170370,ENSG00000170370.12,ENST00000442245,ENST00000442245.5,
ENSG00000163064,ENSG00000163064.7,ENST00000295206,ENST00000295206.7,1
ENSG00000163064,ENSG00000163064.7,ENST00000546667,ENST00000546667.1,
ENSG00000164778,ENSG00000164778.4,ENST00000297375,ENST00000297375.4,1
ENSG00000163508,ENSG00000163508.13,ENST00000295743,ENST00000295743.8,
ENSG00000163508,ENSG00000163508.13,ENST00000449599,ENST00000449599.4,1
ENSG00000163508,ENSG00000163508.13,ENST00000461503,ENST00000461503.2,
ENSG00000174279,ENSG00000174279.5,ENST00000308618,ENST00000308618.5,1
ENSG00000146618,ENSG00000146618.3,ENST00000275461,ENST00000275461.3,1
ENSG00000128610,ENSG00000128610.12,ENST00000442488,ENST00000442488.7,1
ENSG00000128610,ENSG00000128610.12,ENST00000427185,ENST00000427185.2,
ENSG00000128610,ENSG00000128610.12,ENST00000418046,ENST00000418046.1,
ENSG00000153266,ENSG00000153266.13,ENST00000486811,ENST00000486811.5,
ENSG00000153266,ENSG00000153266.13,ENST00000283268,ENST00000283268.8,1
ENSG00000153266,ENSG00000153266.13,ENST00000475839,ENST00000475839.1,
ENSG00000151702,ENSG00000151702.18,ENST00000608303,ENST00000608303.5,
ENSG00000151702,ENSG00000151702.18,ENST00000696982,ENST00000696982.1,
ENSG00000151702,ENSG00000151702.18,ENST00000344954,ENST00000344954.10,
ENSG00000151702,ENSG00000151702.18,ENST00000527767,ENST00000527767.7,
ENSG00000151702,ENSG00000151702.18,ENST00000281428,ENST00000281428.12,
ENSG00000151702,ENSG00000151702.18,ENST00000527786,ENST00000527786.7,1
ENSG00000151702,ENSG00000151702.18,ENST00000429175,ENST00000429175.7,
ENSG00000151702,ENSG00000151702.18,ENST00000534087,ENST00000534087.3,
ENSG00000151702,ENSG00000151702.18,ENST00000608055,ENST00000608055.1,
ENSG00000151702,ENSG00000151702.18,ENST00000528790,ENST00000528790.1,
ENSG00000129514,ENSG00000129514.8,ENST00000250448,ENST00000250448.5,1
ENSG00000129514,ENSG00000129514.8,ENST00000545425,ENST00000545425.2,
ENSG00000129514,ENSG00000129514.8,ENST00000553751,ENST00000553751.1,
ENSG00000129514,ENSG00000129514.8,ENST00000554607,ENST00000554607.1,
ENSG00000129514,ENSG00000129514.8,ENST00000557418,ENST00000557418.1,
ENSG00000125798,ENSG00000125798.15,ENST00000419308,ENST00000419308.7,1
ENSG00000125798,ENSG00000125798.15,ENST00000377115,ENST00000377115.4,
ENSG00000171956,ENSG00000171956.7,ENST00000396057,ENST00000396057.6,1
ENSG00000171956,ENSG00000171956.7,ENST00000560857,ENST00000560857.1,
ENSG00000171956,ENSG00000171956.7,ENST00000558693,ENST00000558693.1,
ENSG00000204612,ENSG00000204612.1,ENST00000376708,ENST00000376708.1,1
ENSG00000176692,ENSG00000176692.8,ENST00000649859,ENST00000649859.1,1
ENSG00000251493,ENSG00000251493.5,ENST00000513595,ENST00000513595.1,
ENSG00000251493,ENSG00000251493.5,ENST00000615637,ENST00000615637.3,1
ENSG00000186564,ENSG00000186564.6,ENST00000334793,ENST00000334793.6,1
ENSG00000187140,ENSG00000187140.6,ENST00000371116,ENST00000371116.4,1
ENSG00000178919,ENSG00000178919.9,ENST00000375123,ENST00000375123.5,1
ENSG00000103241,ENSG00000103241.7,ENST00000262426,ENST00000262426.6,1
ENSG00000176678,ENSG00000176678.6,ENST00000593625,ENST00000593625.1,
ENSG00000176678,ENSG00000176678.6,ENST00000320241,ENST00000320241.5,1
ENSG00000183770,ENSG00000183770.7,ENST00000648323,ENST00000648323.1,1
ENSG00000179348,ENSG00000179348.13,ENST00000696672,ENST00000696672.1,
ENSG00000179348,ENSG00000179348.13,ENST00000487848,ENST00000487848.6,
ENSG00000179348,ENSG00000179348.13,ENST00000696466,ENST00000696466.1,
ENSG00000179348,ENSG00000179348.13,ENST00000341105,ENST00000341105.7,1
ENSG00000179348,ENSG00000179348.13,ENST00000489987,ENST00000489987.1,
ENSG00000179348,ENSG00000179348.13,ENST00000430265,ENST00000430265.6,
ENSG00000179348,ENSG00000179348.13,ENST00000492608,ENST00000492608.1,
ENSG00000179348,ENSG00000179348.13,ENST00000696652,ENST00000696652.1,
ENSG00000179348,ENSG00000179348.13,ENST00000696653,ENST00000696653.1,
ENSG00000179348,ENSG00000179348.13,ENST00000696661,ENST00000696661.1,
ENSG00000179348,ENSG00000179348.13,ENST00000696654,ENST00000696654.1,
ENSG00000179348,ENSG00000179348.13,ENST00000498200,ENST00000498200.1,
ENSG00000179348,ENSG00000179348.13,ENST00000696655,ENST00000696655.1,
ENSG00000107485,ENSG00000107485.18,ENST00000643001,ENST00000643001.1,
ENSG00000107485,ENSG00000107485.18,ENST00000481743,ENST00000481743.2,
ENSG00000107485,ENSG00000107485.18,ENST00000379328,ENST00000379328.9,1
ENSG00000107485,ENSG00000107485.18,ENST00000346208,ENST00000346208.4,
ENSG00000107485,ENSG00000107485.18,ENST00000461472,ENST00000461472.1,
ENSG00000285109,ENSG00000285109.4,ENST00000647274,ENST00000647274.1,
ENSG00000285109,ENSG00000285109.4,ENST00000646696,ENST00000646696.1,
ENSG00000285109,ENSG00000285109.4,ENST00000647218,ENST00000647218.1,
ENSG00000285109,ENSG00000285109.4,ENST00000643249,ENST00000643249.3,1
ENSG00000285109,ENSG00000285109.4,ENST00000642612,ENST00000642612.1,
ENSG00000285109,ENSG00000285109.4,ENST00000646425,ENST00000646425.1,
ENSG00000285109,ENSG00000285109.4,ENST00000644275,ENST00000644275.1,
ENSG00000285109,ENSG00000285109.4,ENST00000642753,ENST00000642753.1,
ENSG00000136574,ENSG00000136574.19,ENST00000528712,ENST00000528712.5,
ENSG00000136574,ENSG00000136574.19,ENST00000532977,ENST00000532977.1,
ENSG00000136574,ENSG00000136574.19,ENST00000526974,ENST00000526974.1,
ENSG00000136574,ENSG00000136574.19,ENST00000526716,ENST00000526716.5,
ENSG00000136574,ENSG00000136574.19,ENST00000532059,ENST00000532059.6,1
ENSG00000136574,ENSG00000136574.19,ENST00000335135,ENST00000335135.8,
ENSG00000136574,ENSG00000136574.19,ENST00000622443,ENST00000622443.3,
ENSG00000136574,ENSG00000136574.19,ENST00000526021,ENST00000526021.1,
ENSG00000141448,ENSG00000141448.11,ENST00000269216,ENST00000269216.10,1
ENSG00000141448,ENSG00000141448.11,ENST00000581694,ENST00000581694.1,
ENSG00000168505,ENSG00000168505.7,ENST00000306318,ENST00000306318.5,1
ENSG00000168505,ENSG00000168505.7,ENST00000551105,ENST00000551105.1,
ENSG00000168505,ENSG00000168505.7,ENST00000465889,ENST00000465889.1,
ENSG00000162676,ENSG00000162676.13,ENST00000294702,ENST00000294702.6,1
ENSG00000162676,ENSG00000162676.13,ENST00000696667,ENST00000696667.1,
ENSG00000162676,ENSG00000162676.13,ENST00000370332,ENST00000370332.5,
ENSG00000162676,ENSG00000162676.13,ENST00000427103,ENST00000427103.6,
ENSG00000162676,ENSG00000162676.13,ENST00000696668,ENST00000696668.1,
ENSG00000162676,ENSG00000162676.13,ENST00000483490,ENST00000483490.1,
ENSG00000162676,ENSG00000162676.13,ENST00000696669,ENST00000696669.1,
ENSG00000162676,ENSG00000162676.13,ENST00000696670,ENST00000696670.1,
ENSG00000162676,ENSG00000162676.13,ENST00000696671,ENST00000696671.1,
ENSG00000133937,ENSG00000133937.5,ENST00000238558,ENST00000238558.5,1
ENSG00000180613,ENSG00000180613.11,ENST00000507839,ENST00000507839.1,
ENSG00000180613,ENSG00000180613.11,ENST00000326902,ENST00000326902.7,1
ENSG00000180613,ENSG00000180613.11,ENST00000503800,ENST00000503800.1,
ENSG00000115207,ENSG00000115207.15,ENST00000359541,ENST00000359541.6,
ENSG00000115207,ENSG00000115207.15,ENST00000457098,ENST00000457098.5,
ENSG00000115207,ENSG00000115207.15,ENST00000264720,ENST00000264720.8,1
ENSG00000115207,ENSG00000115207.15,ENST00000431028,ENST00000431028.5,
ENSG00000115207,ENSG00000115207.15,ENST00000495298,ENST00000495298.1,
ENSG00000115207,ENSG00000115207.15,ENST00000454704,ENST00000454704.5,
ENSG00000115207,ENSG00000115207.15,ENST00000415683,ENST00000415683.2,
ENSG00000115207,ENSG00000115207.15,ENST00000484680,ENST00000484680.1,
ENSG00000115207,ENSG00000115207.15,ENST00000470115,ENST00000470115.1,
ENSG00000115207,ENSG00000115207.15,ENST00000493511,ENST00000493511.1,
ENSG00000115207,ENSG00000115207.15,ENST00000480989,ENST00000480989.1,
ENSG00000115207,ENSG00000115207.15,ENST00000457748,ENST00000457748.1,
ENSG00000115207,ENSG00000115207.15,ENST00000423998,ENST00000423998.1,
ENSG00000113196,ENSG00000113196.3,ENST00000231121,ENST00000231121.3,1
ENSG00000164107,ENSG00000164107.9,ENST00000503024,ENST00000503024.1,
ENSG00000164107,ENSG00000164107.9,ENST00000359562,ENST00000359562.4,1
ENSG00000164107,ENSG00000164107.9,ENST00000505300,ENST00000505300.1,
ENSG00000135547,ENSG00000135547.9,ENST00000368365,ENST00000368365.5,
ENSG00000135547,ENSG00000135547.9,ENST00000368364,ENST00000368364.4,1
ENSG00000136630,ENSG00000136630.13,ENST00000549319,ENST00000549319.2,
ENSG00000136630,ENSG00000136630.13,ENST00000366903,ENST00000366903.8,1
ENSG00000136630,ENSG00000136630.13,ENST00000427693,ENST00000427693.1,
ENSG00000105991,ENSG00000105991.10,ENST00000643460,ENST00000643460.2,1
ENSG00000105991,ENSG00000105991.10,ENST00000355633,ENST00000355633.5,
ENSG00000253293,ENSG00000253293.6,ENST00000283921,ENST00000283921.5,1
ENSG00000253293,ENSG00000253293.6,ENST00000396344,ENST00000396344.4,
ENSG00000253293,ENSG00000253293.6,ENST00000524368,ENST00000524368.1,
ENSG00000253293,ENSG00000253293.6,ENST00000521421,ENST00000521421.1,
ENSG00000253293,ENSG00000253293.6,ENST00000519593,ENST00000519593.1,
ENSG00000005073,ENSG00000005073.6,ENST00000006015,ENST00000006015.4,1
ENSG00000005073,ENSG00000005073.6,ENST00000517402,ENST00000517402.1,
ENSG00000106031,ENSG00000106031.9,ENST00000518136,ENST00000518136.3,
ENSG00000106031,ENSG00000106031.9,ENST00000649031,ENST00000649031.1,1
ENSG00000105996,ENSG00000105996.7,ENST00000222718,ENST00000222718.7,1
ENSG00000105996,ENSG00000105996.7,ENST00000612779,ENST00000612779.1,
ENSG00000105997,ENSG00000105997.23,ENST00000396352,ENST00000396352.8,
ENSG00000105997,ENSG00000105997.23,ENST00000317201,ENST00000317201.7,
ENSG00000105997,ENSG00000105997.23,ENST00000612286,ENST00000612286.5,1
ENSG00000105997,ENSG00000105997.23,ENST00000522788,ENST00000522788.5,
ENSG00000105997,ENSG00000105997.23,ENST00000522456,ENST00000522456.1,
ENSG00000105997,ENSG00000105997.23,ENST00000521401,ENST00000521401.1,
ENSG00000197576,ENSG00000197576.15,ENST00000610970,ENST00000610970.1,
ENSG00000197576,ENSG00000197576.15,ENST00000360046,ENST00000360046.10,1
ENSG00000197576,ENSG00000197576.15,ENST00000511914,ENST00000511914.1,
ENSG00000106004,ENSG00000106004.5,ENST00000222726,ENST00000222726.4,1
ENSG00000106004,ENSG00000106004.5,ENST00000520854,ENST00000520854.1,
ENSG00000106006,ENSG00000106006.6,ENST00000222728,ENST00000222728.3,1
ENSG00000106006,ENSG00000106006.6,ENST00000521478,ENST00000521478.1,
ENSG00000122592,ENSG00000122592.8,ENST00000242159,ENST00000242159.5,1
ENSG00000122592,ENSG00000122592.8,ENST00000523796,ENST00000523796.2,
ENSG00000122592,ENSG00000122592.8,ENST00000519842,ENST00000519842.1,
ENSG00000078399,ENSG00000078399.19,ENST00000343483,ENST00000343483.7,1
ENSG00000078399,ENSG00000078399.19,ENST00000497089,ENST00000497089.1,
ENSG00000078399,ENSG00000078399.19,ENST00000487384,ENST00000487384.5,
ENSG00000078399,ENSG00000078399.19,ENST00000396345,ENST00000396345.1,
ENSG00000078399,ENSG00000078399.19,ENST00000673744,ENST00000673744.1,
ENSG00000078399,ENSG00000078399.19,ENST00000673917,ENST00000673917.1,
ENSG00000078399,ENSG00000078399.19,ENST00000465941,ENST00000465941.1,
ENSG00000078399,ENSG00000078399.19,ENST00000489695,ENST00000489695.1,
ENSG00000120094,ENSG00000120094.9,ENST00000239174,ENST00000239174.7,1
ENSG00000120094,ENSG00000120094.9,ENST00000577092,ENST00000577092.1,
ENSG00000173917,ENSG00000173917.11,ENST00000504772,ENST00000504772.3,
ENSG00000173917,ENSG00000173917.11,ENST00000330070,ENST00000330070.6,1
ENSG00000173917,ENSG00000173917.11,ENST00000571287,ENST00000571287.1,
ENSG00000120093,ENSG00000120093.12,ENST00000470495,ENST00000470495.1,
ENSG00000120093,ENSG00000120093.12,ENST00000498678,ENST00000498678.6,1
ENSG00000120093,ENSG00000120093.12,ENST00000472863,ENST00000472863.5,
ENSG00000120093,ENSG00000120093.12,ENST00000311626,ENST00000311626.8,
ENSG00000120093,ENSG00000120093.12,ENST00000490677,ENST00000490677.1,
ENSG00000120093,ENSG00000120093.12,ENST00000460160,ENST00000460160.5,
ENSG00000120093,ENSG00000120093.12,ENST00000489475,ENST00000489475.5,
ENSG00000120093,ENSG00000120093.12,ENST00000476342,ENST00000476342.1,
ENSG00000120093,ENSG00000120093.12,ENST00000471459,ENST00000471459.1,
ENSG00000120093,ENSG00000120093.12,ENST00000465120,ENST00000465120.3,
ENSG00000120093,ENSG00000120093.12,ENST00000478644,ENST00000478644.1,
ENSG00000120093,ENSG00000120093.12,ENST00000464266,ENST00000464266.1,
ENSG00000120093,ENSG00000120093.12,ENST00000552000,ENST00000552000.2,
ENSG00000182742,ENSG00000182742.6,ENST00000332503,ENST00000332503.6,1
ENSG00000120075,ENSG00000120075.6,ENST00000239151,ENST00000239151.6,1
ENSG00000108511,ENSG00000108511.10,ENST00000225648,ENST00000225648.4,1
ENSG00000108511,ENSG00000108511.10,ENST00000484302,ENST00000484302.3,
ENSG00000108511,ENSG00000108511.10,ENST00000470193,ENST00000470193.3,
ENSG00000108511,ENSG00000108511.10,ENST00000490419,ENST00000490419.1,
ENSG00000260027,ENSG00000260027.5,ENST00000239165,ENST00000239165.9,1
ENSG00000260027,ENSG00000260027.5,ENST00000567101,ENST00000567101.2,
ENSG00000260027,ENSG00000260027.5,ENST00000467314,ENST00000467314.1,
ENSG00000120068,ENSG00000120068.7,ENST00000498634,ENST00000498634.2,
ENSG00000120068,ENSG00000120068.7,ENST00000239144,ENST00000239144.5,1
ENSG00000120068,ENSG00000120068.7,ENST00000576562,ENST00000576562.1,
ENSG00000170689,ENSG00000170689.10,ENST00000311177,ENST00000311177.7,1
ENSG00000180818,ENSG00000180818.5,ENST00000515593,ENST00000515593.1,
ENSG00000180818,ENSG00000180818.5,ENST00000303460,ENST00000303460.5,1
ENSG00000180818,ENSG00000180818.5,ENST00000511575,ENST00000511575.1,
ENSG00000180818,ENSG00000180818.5,ENST00000514415,ENST00000514415.1,
ENSG00000180818,ENSG00000180818.5,ENST00000513413,ENST00000513413.2,
ENSG00000123388,ENSG00000123388.4,ENST00000546378,ENST00000546378.1,1
ENSG00000123388,ENSG00000123388.4,ENST00000243082,ENST00000243082.4,
ENSG00000123407,ENSG00000123407.4,ENST00000243103,ENST00000243103.4,1
ENSG00000123364,ENSG00000123364.5,ENST00000243056,ENST00000243056.5,1
ENSG00000198353,ENSG00000198353.8,ENST00000303406,ENST00000303406.4,
ENSG00000198353,ENSG00000198353.8,ENST00000507650,ENST00000507650.1,
ENSG00000198353,ENSG00000198353.8,ENST00000430889,ENST00000430889.3,1
ENSG00000172789,ENSG00000172789.4,ENST00000312492,ENST00000312492.3,1
ENSG00000037965,ENSG00000037965.6,ENST00000040584,ENST00000040584.6,1
ENSG00000180806,ENSG00000180806.5,ENST00000504557,ENST00000504557.1,
ENSG00000180806,ENSG00000180806.5,ENST00000508190,ENST00000508190.1,
ENSG00000180806,ENSG00000180806.5,ENST00000303450,ENST00000303450.5,1
ENSG00000128645,ENSG00000128645.15,ENST00000331462,ENST00000331462.6,1
ENSG00000128710,ENSG00000128710.6,ENST00000490088,ENST00000490088.2,
ENSG00000128710,ENSG00000128710.6,ENST00000549469,ENST00000549469.1,
ENSG00000128710,ENSG00000128710.6,ENST00000249501,ENST00000249501.5,1
ENSG00000128713,ENSG00000128713.14,ENST00000498438,ENST00000498438.1,
ENSG00000128713,ENSG00000128713.14,ENST00000249504,ENST00000249504.7,1
ENSG00000170178,ENSG00000170178.7,ENST00000406506,ENST00000406506.4,1
ENSG00000170178,ENSG00000170178.7,ENST00000404162,ENST00000404162.2,
ENSG00000128714,ENSG00000128714.6,ENST00000392539,ENST00000392539.4,1
ENSG00000128652,ENSG00000128652.12,ENST00000459979,ENST00000459979.2,
ENSG00000128652,ENSG00000128652.12,ENST00000432796,ENST00000432796.2,
ENSG00000128652,ENSG00000128652.12,ENST00000683222,ENST00000683222.1,1
ENSG00000128652,ENSG00000128652.12,ENST00000410016,ENST00000410016.5,
ENSG00000128652,ENSG00000128652.12,ENST00000249440,ENST00000249440.4,
ENSG00000170166,ENSG00000170166.6,ENST00000306324,ENST00000306324.4,1
ENSG00000175879,ENSG00000175879.9,ENST00000429017,ENST00000429017.2,
ENSG00000175879,ENSG00000175879.9,ENST00000313173,ENST00000313173.6,1
ENSG00000175879,ENSG00000175879.9,ENST00000544999,ENST00000544999.2,
ENSG00000175879,ENSG00000175879.9,ENST00000450510,ENST00000450510.2,
ENSG00000128709,ENSG00000128709.13,ENST00000249499,ENST00000249499.8,1
ENSG00000177508,ENSG00000177508.12,ENST00000329734,ENST00000329734.4,1
ENSG00000177508,ENSG00000177508.12,ENST00000558054,ENST00000558054.1,
ENSG00000177508,ENSG00000177508.12,ENST00000558180,ENST00000558180.2,
ENSG00000176842,ENSG00000176842.16,ENST00000394636,ENST00000394636.9,1
ENSG00000176842,ENSG00000176842.16,ENST00000560154,ENST00000560154.5,
ENSG00000176842,ENSG00000176842.16,ENST00000320990,ENST00000320990.9,
ENSG00000176842,ENSG00000176842.16,ENST00000558597,ENST00000558597.1,
ENSG00000016082,ENSG00000016082.15,ENST00000230658,ENST00000230658.12,1
ENSG00000016082,ENSG00000016082.15,ENST00000511384,ENST00000511384.1,
ENSG00000016082,ENSG00000016082.15,ENST00000505475,ENST00000505475.3,
ENSG00000159556,ENSG00000159556.10,ENST00000290759,ENST00000290759.9,1
ENSG00000159556,ENSG00000159556.10,ENST00000558656,ENST00000558656.1,
ENSG00000159556,ENSG00000159556.10,ENST00000558437,ENST00000558437.1,
ENSG00000138136,ENSG00000138136.7,ENST00000370193,ENST00000370193.4,1
ENSG00000138795,ENSG00000138795.10,ENST00000379951,ENST00000379951.6,
ENSG00000138795,ENSG00000138795.10,ENST00000265165,ENST00000265165.6,1
ENSG00000138795,ENSG00000138795.10,ENST00000503879,ENST00000503879.5,
ENSG00000138795,ENSG00000138795.10,ENST00000504426,ENST00000504426.5,
ENSG00000138795,ENSG00000138795.10,ENST00000505379,ENST00000505379.5,
ENSG00000138795,ENSG00000138795.10,ENST00000514444,ENST00000514444.5,
ENSG00000138795,ENSG00000138795.10,ENST00000505297,ENST00000505297.5,
ENSG00000138795,ENSG00000138795.10,ENST00000510135,ENST00000510135.5,
ENSG00000138795,ENSG00000138795.10,ENST00000438313,ENST00000438313.6,
ENSG00000138795,ENSG00000138795.10,ENST00000507470,ENST00000507470.5,
ENSG00000138795,ENSG00000138795.10,ENST00000509428,ENST00000509428.5,
ENSG00000138795,ENSG00000138795.10,ENST00000512407,ENST00000512407.5,
ENSG00000138795,ENSG00000138795.10,ENST00000510624,ENST00000510624.5,
ENSG00000138795,ENSG00000138795.10,ENST00000506680,ENST00000506680.5,
ENSG00000138795,ENSG00000138795.10,ENST00000505328,ENST00000505328.1,
ENSG00000138795,ENSG00000138795.10,ENST00000504775,ENST00000504775.5,
ENSG00000138795,ENSG00000138795.10,ENST00000504950,ENST00000504950.5,
ENSG00000138795,ENSG00000138795.10,ENST00000515500,ENST00000515500.5,
ENSG00000138795,ENSG00000138795.10,ENST00000510717,ENST00000510717.5,
ENSG00000138795,ENSG00000138795.10,ENST00000512172,ENST00000512172.1,
ENSG00000138795,ENSG00000138795.10,ENST00000505293,ENST00000505293.1,
ENSG00000106689,ENSG00000106689.11,ENST00000560961,ENST00000560961.2,
ENSG00000106689,ENSG00000106689.11,ENST00000373615,ENST00000373615.9,1
ENSG00000106689,ENSG00000106689.11,ENST00000446480,ENST00000446480.5,
ENSG00000106689,ENSG00000106689.11,ENST00000488674,ENST00000488674.2,
ENSG00000121454,ENSG00000121454.6,ENST00000263726,ENST00000263726.4,1
ENSG00000121454,ENSG00000121454.6,ENST00000558139,ENST00000558139.1,
ENSG00000121454,ENSG00000121454.6,ENST00000561113,ENST00000561113.1,
ENSG00000089116,ENSG00000089116.4,ENST00000261731,ENST00000261731.4,1
ENSG00000089116,ENSG00000089116.4,ENST00000557836,ENST00000557836.1,
ENSG00000106852,ENSG00000106852.16,ENST00000373755,ENST00000373755.6,
ENSG00000106852,ENSG00000106852.16,ENST00000373754,ENST00000373754.6,
ENSG00000106852,ENSG00000106852.16,ENST00000394319,ENST00000394319.9,1
ENSG00000106852,ENSG00000106852.16,ENST00000340587,ENST00000340587.7,
ENSG00000106852,ENSG00000106852.16,ENST00000559895,ENST00000559895.5,
ENSG00000106852,ENSG00000106852.16,ENST00000541397,ENST00000541397.2,
